1496755303 28.3 993.92
1496755301 28.3 993.97
1496755291 28.3 994.02
1496755281 28.3 994.01
1496755279 28.3 993.99
1496755269 28.3 993.93
1496755259 28.3 993.98
1496755249 28.3 993.99
1496755239 28.3 993.97
1496755229 28.3 993.91
1496755219 28.3 994.05
1496755209 28.2 994.03
1496755201 28.3 993.97
1496755200 28.2 993.97
1496755198 28.3 994
1496755188 28.3 994.03
1496755178 28.3 994.03
1496755168 28.3 993.97
1496755158 28.3 994
1496755148 28.3 994.02
1496755138 28.3 994.03
1496755128 28.3 994
1496755118 28.3 993.99
1496755108 28.3 994.07
1496755098 28.3 993.94
1496755088 28.3 994.05
1496755078 28.3 994.11
1496755068 28.3 994.09
1496755057 28.3 994.07
1496755048 28.3 994.04
1496755037 28.3 994.11
1496755027 28.3 994.06
1496755019 28.3 994.09
1496755009 28.3 994.02
1496754989 28.3 994.1
1496754979 28.3 994.05
1496754969 28.3 994.08
1496754959 28.3 994.11
1496754949 28.3 994.13
1496754939 28.3 994.07
1496754932 28.3 994.03
1496754929 28.3 994.02
1496754922 28.3 994.04
1496754919 28.3 994.06
1496754918 28.3 994.1
1496754909 28.3 994.04
1496754908 28.3 994.04
1496754901 28.3 994.08
1496754899 28.3 993.98
1496754898 28.3 994.04
1496754889 28.3 994.02
1496754879 28.2 994.09
1496754869 28.2 994.09
1496754865 28.2 994.17
1496754855 28.2 994.06
1496754848 28.3 994.1
1496754838 28.3 994.12
1496754829 28.3 994.06
1496754822 28.3 994.11
1496754812 28.3 994.06
1496754809 28.3 994.16
1496754799 28.3 994.16
1496754789 28.3 994.15
1496754785 28.3 994.12
1496754774 28.3 994.15
1496754764 28.3 994.17
1496754754 28.3 994.09
1496754744 28.3 994.12
1496754734 28.2 994.17
1496754723 28.3 994.17
1496754713 28.3 994.15
1496754711 28.3 994.19
1496754701 28.3 994.16
1496754691 28.3 994.14
1496754681 28.3 994.25
1496754671 28.3 994.19
1496754661 28.3 994.19
1496754651 28.2 994.21
1496754641 28.2 994.2
1496754631 28.2 994.16
1496754621 28.3 994.17
1496754611 28.2 994.2
1496754601 28.2 994.15
1496754601 28.2 994.16
1496754591 28.3 994.13
1496754581 28.3 994.2
1496754572 28.3 994.12
1496754561 28.2 994.16
1496754551 28.2 994.22
1496754541 28.2 994.24
1496754531 28.2 994.27
1496754521 28.2 994.22
1496754515 28.2 994.24
1496754515 28.2 994.21
1496754514 28.2 994.21
1496754511 28.2 994.28
1496754501 28.2 994.27
1496754491 28.2 994.31
1496754481 28.2 994.25
1496754479 28.2 994.27
1496754474 28.2 994.3
1496754469 28.2 994.22
1496754464 28.2 994.33
1496754463 28.2 994.31
1496754460 28.2 994.28
1496754457 28.2 994.27
1496754454 28.3 994.24
1496754448 28.2 994.26
1496754445 28.2 994.28
1496754442 28.3 994.22
1496754439 28.2 994.3
1496754436 28.2 994.22
1496754433 28.2 994.24
1496754430 28.2 994.21
1496754427 28.2 994.31
1496754424 28.2 994.27
1496754421 28.2 994.28
1496754418 28.2 994.32
1496754415 28.2 994.33
1496754412 28.2 994.28
1496754409 28.2 994.28
1496754406 28.2 994.25
1496754403 28.2 994.27
1496754400 28.2 994.26
1496754397 28.2 994.25
1496754394 28.2 994.29
1496754391 28.2 994.34
1496754388 28.2 994.34
1496754385 28.2 994.22
1496754382 28.3 994.19
1496754379 28.2 994.32
1496754376 28.2 994.24
1496754373 28.3 994.31
1496754370 28.2 994.28
1496754367 28.2 994.23
1496754364 28.2 994.28
1496754361 28.2 994.25
1496754358 28.2 994.23
1496754355 28.2 994.27
1496754352 28.2 994.26
1496754349 28.2 994.34
1496754348 28.2 994.37
1496754346 28.2 994.31
1496754346 28.2 994.33
1496754343 28.2 994.35
1496754340 28.2 994.2
1496754337 28.2 994.26
1496754334 28.2 994.31
1496754333 28.2 994.26
1496754330 28.2 994.32
1496754327 28.2 994.21
1496754324 28.2 994.28
1496754321 28.2 994.23
1496754318 28.2 994.3
1496754315 28.2 994.22
1496754312 28.2 994.24
1496754309 28.2 994.24
1496754306 28.2 994.25
1496754303 28.2 994.25
1496754301 28.2 994.3
1496754210 28.1 994.35
1496754209 28.1 994.32
1496754201 28.1 994.35
1496754189 28.1 994.37
1496754184 28.1 994.29
1496754149 28.1 994.26
1496754148 28.1 994.35
1496754102 28.1 994.28
1496754101 28.1 994.36
1496754016 28 994.31
1496754010 28 994.32
1496754009 28 994.34
1496754001 28 994.4
1496753957 28 994.4
1496753948 28 994.39
1496753863 27.9 994.49
1496753701 27.8 994.32
1496753656 27.8 994.38
1496753550 27.8 994.37
1496753548 27.8 994.39
1496753546 27.8 994.36
1496753544 27.8 994.38
1496753543 27.8 994.4
1496753540 27.8 994.42
1496753500 27.8 994.41
1496753499 27.7 994.41
1496753435 27.7 994.37
1496753433 27.7 994.47
1496753402 27.7 994.45
1496753280 27.6 994.42
1496753280 27.6 994.42
1496753277 27.6 994.47
1496753277 27.6 994.47
1496753275 27.6 994.54
1496753274 27.6 994.59
1496753248 27.6 994.51
1496753232 27.6 994.5
1496753212 27.6 994.53
1496753166 27.5 994.67
1496753101 27.5 994.64
1496753098 27.5 994.64
1496753082 27.5 994.72
1496753012 27.4 994.73
1496752992 27.4 994.7
1496752801 27.4 994.82
1496752753 27.4 994.7
1496752655 27.4 994.68
1496752654 27.4 994.64
1496752654 27.4 994.68
1496752651 27.4 994.71
1496741036 26.9 997.23
1496740979 27 997.17
1496740978 26.9 997.19
1496740978 27 997.29
1496740977 27 997.19
1496740974 27 997.24
1496740954 27 997.29
1496740928 27 997.28
1496740922 27 997.29
1496740921 27 997.28
1496740910 27 997.33
1496740906 27 997.23
1496740888 27.1 997.25
1496740887 27.1 997.23
1496740886 27.1 997.19
1496740885 27.1 997.17
1496740884 27.1 997.2
1496740878 27.1 997.14
1496740877 27.1 997.19
1496740867 27.1 997.21
1496740844 27.1 997.24
1496700120 27.5 1002.36
1496700118 27.5 1002.3
1496700117 27.5 1002.4
1496700070 27.5 1002.41
1496700046 27.5 1002.42
1496700038 27.5 1002.38
1496700036 27.5 1002.39
1496700034 27.5 1002.39
1496700032 27.5 1002.34
1496700028 27.5 1002.45
1496700020 27.4 1002.38
1496700002 27.4 1002.37
1496700002 27.4 1002.39
1496700001 27.4 1002.34
1496700000 27.4 1002.45
1496699963 27.4 1002.39
1496699949 27.4 1002.39
1496699948 27.4 1002.36
1496699947 27.4 1002.42
1496699942 27.4 1002.45
1496699905 27.4 1002.44
1496699902 27.4 1002.38
1496699900 27.4 1002.39
1496699898 27.4 1002.47
1496699891 27.4 1002.49
1496699890 27.4 1002.45
1496699829 27.4 1002.49
1496699816 27.3 1002.49
1496699815 27.3 1002.53
1496699715 27.2 1002.47
1496699701 27.2 1002.51
1496699626 27.1 1002.49
1496699610 27.2 1002.49
1496699491 27 1002.55
1496699430 27 1002.61
1496699401 27 1002.57
1496699378 27 1002.55
1496699309 26.9 1002.5
1496699307 26.9 1002.62
1496699102 26.7 1002.58
1496699098 26.7 1002.66
1496699005 26.6 1002.5
1496699004 26.6 1002.51
1496699002 26.6 1002.56
1496698979 26.5 1002.54
1496698917 26.5 1002.66
1496698801 26.4 1002.58
1496698678 26.5 1002.45
1496698648 26.6 1002.54
1496698636 26.6 1002.5
1496698635 26.6 1002.46
1496698633 26.5 1002.48
1496698630 26.6 1002.48
1496698628 26.6 1002.58
1496698628 26.6 1002.51
1496698582 26.7 1002.56
